"","registrant_name","client_name","amount_reported","date_posted","filing_year","policy_issue"
"3729","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2012-01-19,2011,"electric_vehicles"
"3730","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1544000,2012-01-19,2011,"electric_vehicles"
"3731","NATIONAL GRID USA","NATIONAL GRID USA",720000,2012-01-19,2011,"electric_vehicles"
"3732","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1540000,2012-01-19,2011,"electric_vehicles"
"3733","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1540000,2012-01-19,2011,"electric_vehicles"
"3734","PUGET SOUND ENERGY","PUGET SOUND ENERGY",255000,2012-01-19,2011,"electric_vehicles"
"3735","QUALCOMM, INCORPORATED","QUALCOMM INCORPORATED",1310000,2012-01-19,2011,"electric_vehicles"
"3736","MICHAEL A. ANDREWS","PORTLAND GENERAL ELECTRIC CO",0,2012-01-19,2011,"electric_vehicles"
"3737","CAPITOL TAX PARTNERS, LLP","FORD MOTOR COMPANY",0,2012-01-19,2011,"electric_vehicles"
"3738","CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)","GENERAL MOTORS COMPANY",0,2012-01-19,2011,"electric_vehicles"
"3739","TATE STRATEGIES, INC","SECURING AMERICA'S FUTURE ENERGY FOUNDATION (SAFE)",0,2012-01-19,2011,"electric_vehicles"
"3740","MOTORCYCLE INDUSTRY COUNCIL","MOTORCYCLE INDUSTRY COUNCIL",40000,2012-01-20,2011,"electric_vehicles"
"3741","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",290000,2012-01-20,2011,"electric_vehicles"
"3742","APTIV, PLC","APTIV PLC",106796,2012-01-20,2011,"electric_vehicles"
"3743","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2012-01-20,2011,"electric_vehicles"
"3744","CMS ENERGY CORP","CMS ENERGY CORP",330000,2012-01-20,2011,"electric_vehicles"
"3745","CLARK & WEINSTOCK","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",0,2012-01-20,2011,"electric_vehicles"
"3746","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2012-01-20,2011,"electric_vehicles"
"3747","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2012-01-20,2011,"electric_vehicles"
"3748","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",2810000,2012-01-20,2011,"electric_vehicles"
"3749","DTE ENERGY","DTE ENERGY",260000,2012-01-20,2011,"electric_vehicles"
"3750","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2012-01-20,2011,"electric_vehicles"
"3751","CENTERPOINT ENERGY","CENTERPOINT ENERGY",15000,2012-01-20,2011,"electric_vehicles"
"3752","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2012-01-20,2011,"electric_vehicles"
"3753","FEDEX CORPORATION","FEDEX CORPORATION",2934561,2012-01-20,2011,"electric_vehicles"
"3754","PANASONIC CORPORATION OF NORTH AMERICA (PNA)","PANASONIC CORPORATION OF NORTH AMERICA (PNA)",150000,2012-01-20,2011,"electric_vehicles"
"3755","LTD GROUP, LLC","SOUTHERN COMPANY",0,2012-01-20,2011,"electric_vehicles"
"3756","XCEL ENERGY, INC","XCEL ENERGY INC",360000,2012-01-20,2011,"electric_vehicles"
"3757","LTD GROUP, LLC","DUKE ENERGY CORPORATION",0,2012-01-20,2011,"electric_vehicles"
"3758","AMERICAN PUBLIC POWER ASSOCIATION","AMERICAN PUBLIC POWER ASSOCIATION",140460,2012-01-20,2011,"electric_vehicles"
"3759","AMERICAN PUBLIC POWER ASSOCIATION","AMERICAN PUBLIC POWER ASSOCIATION",140460,2012-01-20,2011,"electric_vehicles"
"3760","LTD GROUP, LLC","EDISON ELECTRIC INSTITUTE",0,2012-01-20,2011,"electric_vehicles"
"3761","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",30000,2012-01-20,2011,"electric_vehicles"
"3762","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",3540000,2012-01-20,2011,"electric_vehicles"
"3763","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2012-01-20,2011,"electric_vehicles"
"3764","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",5330000,2012-01-20,2011,"electric_vehicles"
"3765","ENTERGY SERVICES, LLC","ENTERGY SERVICES LLC",7e+05,2012-01-20,2011,"electric_vehicles"
"3766","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",110000,2012-01-21,2011,"electric_vehicles"
"3767","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",115335,2012-01-26,2011,"electric_vehicles"
"3768","XCEL ENERGY, INC","XCEL ENERGY INC",420000,2012-01-31,2011,"electric_vehicles"
"3769","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",136870,2012-04-07,2012,"electric_vehicles"
"3770","MR. RONALD CLEMENTS","EDISON ELECTRIC INSTITUTE",0,2012-04-09,2011,"electric_vehicles"
"3771","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2012-04-13,2012,"electric_vehicles"
"3772","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",44163.08,2012-04-13,2012,"electric_vehicles"
"3773","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2012-04-17,2012,"electric_vehicles"
"3774","PUGET SOUND ENERGY","PUGET SOUND ENERGY",390000,2012-04-17,2012,"electric_vehicles"
"3775","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",820000,2012-04-18,2012,"electric_vehicles"
"3776","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",290000,2012-04-18,2012,"electric_vehicles"
"3777","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2012-04-18,2012,"electric_vehicles"
"3778","APTIV, PLC","APTIV PLC",126510,2012-04-18,2012,"electric_vehicles"
"3779","DUTKO WORLDWIDE, LLC","GENERAL MOTORS COMPANY",0,2012-04-18,2012,"electric_vehicles"
"3780","COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE","COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE",30000,2012-04-18,2012,"electric_vehicles"
"3781","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2012-04-18,2012,"electric_vehicles"
"3782","TATE STRATEGIES, INC","SECURING AMERICA'S FUTURE ENERGY FOUNDATION (SAFE)",0,2012-04-18,2012,"electric_vehicles"
"3783","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",190000,2012-04-18,2012,"electric_vehicles"
"3784","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2012-04-19,2012,"electric_vehicles"
"3785","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",2170000,2012-04-19,2012,"electric_vehicles"
"3786","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",2170000,2012-04-19,2012,"electric_vehicles"
"3787","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2012-04-19,2012,"electric_vehicles"
"3788","TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","TOYOTA MOTOR NORTH AMERICA INC (TMA)",9e+05,2012-04-19,2012,"electric_vehicles"
"3789","CENTERPOINT ENERGY","CENTERPOINT ENERGY",10000,2012-04-19,2012,"electric_vehicles"
"3790","ALPINE GROUP PARTNERS, LLC.","EATON CORPORATION",0,2012-04-19,2012,"electric_vehicles"
"3791","FEDEX CORPORATION","FEDEX CORPORATION",3032525,2012-04-19,2012,"electric_vehicles"
"3792","CARNEGIE MELLON UNIVERSITY","CARNEGIE MELLON UNIVERSITY",85000,2012-04-19,2012,"electric_vehicles"
"3793","DTE ENERGY","DTE ENERGY",520000,2012-04-19,2012,"electric_vehicles"
"3794","CAPITOL TAX PARTNERS, LLP","FORD MOTOR COMPANY",0,2012-04-19,2012,"electric_vehicles"
"3795","LTD GROUP, LLC","SOUTHERN COMPANY",0,2012-04-19,2012,"electric_vehicles"
"3796","LTD GROUP, LLC","EDISON ELECTRIC INSTITUTE",0,2012-04-19,2012,"electric_vehicles"
"3797","THE NICKLES GROUP, LLC","GENERAL MOTORS LLC",0,2012-04-19,2012,"electric_vehicles"
"3798","LTD GROUP, LLC","DUKE ENERGY CORPORATION",0,2012-04-19,2012,"electric_vehicles"
"3799","CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)","GENERAL MOTORS COMPANY",0,2012-04-19,2012,"electric_vehicles"
"3800","CONSTELLATION ENERGY GROUP","CONSTELLATION ENERGY GROUP",1160000,2012-04-20,2012,"electric_vehicles"
"3801","AMERICAN PUBLIC POWER ASSOCIATION","AMERICAN PUBLIC POWER ASSOCIATION",210676,2012-04-20,2012,"electric_vehicles"
"3802","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2012-04-20,2012,"electric_vehicles"
"3803","MARCUS G. FAUST, PC","NV ENERGY",0,2012-04-20,2012,"electric_vehicles"
"3804","VAN HEUVELEN STRATEGIES, LLC","THE WASHINGTON TAX GROUP",0,2012-04-20,2012,"electric_vehicles"
"3805","VAN HEUVELEN STRATEGIES, LLC","THE WASHINGTON TAX GROUP",0,2012-04-20,2012,"electric_vehicles"
"3806","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2012-04-20,2012,"electric_vehicles"
"3807","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2012-04-20,2012,"electric_vehicles"
"3808","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",2660000,2012-04-20,2012,"electric_vehicles"
"3809","CARDINAL POINT PARTNERS, LLC","SMITH ELECTRIC VEHICLES",0,2012-04-20,2012,"electric_vehicles"
"3810","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2012-04-20,2012,"electric_vehicles"
"3811","XCEL ENERGY, INC","XCEL ENERGY INC",8e+05,2012-04-20,2012,"electric_vehicles"
"3812","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",3440000,2012-04-20,2012,"electric_vehicles"
"3813","CMS ENERGY CORP","CMS ENERGY CORP",480000,2012-04-20,2012,"electric_vehicles"
"3814","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",8e+05,2012-04-20,2012,"electric_vehicles"
"3815","EATON CORPORATION","EATON CORPORATION",390000,2012-04-20,2012,"electric_vehicles"
"3816","EVERSOURCE ENERGY SERVICE COMPANY","EVERSOURCE ENERGY SERVICE COMPANY",5e+05,2012-04-20,2012,"electric_vehicles"
"3817","MOTORCYCLE INDUSTRY COUNCIL","MOTORCYCLE INDUSTRY COUNCIL",40000,2012-04-20,2012,"electric_vehicles"
"3818","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2012-04-20,2012,"electric_vehicles"
"3819","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2012-04-20,2012,"electric_vehicles"
"3820","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",30000,2012-04-20,2012,"electric_vehicles"
"3821","SOUTHERN COMPANY","SOUTHERN COMPANY",4030000,2012-04-20,2012,"electric_vehicles"
"3822","CENTERPOINT ENERGY, INC.","CENTERPOINT ENERGY, INC.",630000,2012-04-20,2012,"electric_vehicles"
"3823","NISSAN NORTH AMERICA, INC.","NISSAN NORTH AMERICA, INC.",640000,2012-04-20,2012,"electric_vehicles"
"3824","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2012-04-20,2012,"electric_vehicles"
"3825","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2012-04-20,2012,"electric_vehicles"
"3826","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1710000,2012-04-20,2012,"electric_vehicles"
"3827","SECURING AMERICA'S FUTURE ENERGY ALLIANCE","SECURING AMERICA'S FUTURE ENERGY ALLIANCE",60000,2012-04-20,2012,"electric_vehicles"
"3828","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",30000,2012-04-20,2012,"electric_vehicles"
"3829","NATIONAL GRID USA","NATIONAL GRID USA",1280000,2012-04-21,2012,"electric_vehicles"
"3830","JOHNSON CONTROLS, INC AND AFFILIATES","JOHNSON CONTROLS INC",91400,2012-04-23,2012,"electric_vehicles"
"3831","GREENBERG TRAURIG, LLP","CAR CHARGING, INC.",0,2012-04-23,2012,"electric_vehicles"
"3832","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2012-05-15,2012,"electric_vehicles"
"3833","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",330000,2012-07-09,2012,"electric_vehicles"
"3834","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2012-07-11,2012,"electric_vehicles"
"3835","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2012-07-12,2011,"electric_vehicles"
"3836","GREENBERG TRAURIG, LLP","CAR CHARGING, INC.",0,2012-07-16,2012,"electric_vehicles"
"3837","CENTERPOINT ENERGY","CENTERPOINT ENERGY",20000,2012-07-16,2012,"electric_vehicles"
"3838","APTIV, PLC","APTIV PLC",117964,2012-07-17,2012,"electric_vehicles"
"3839","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2012-07-17,2012,"electric_vehicles"
"3840","ALPINE GROUP PARTNERS, LLC.","EATON CORPORATION",0,2012-07-18,2012,"electric_vehicles"
"3841","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2012-07-18,2012,"electric_vehicles"
"3842","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",78558.75,2012-07-18,2012,"electric_vehicles"
"3843","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",250000,2012-07-18,2012,"electric_vehicles"
"3844","CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)","GENERAL MOTORS COMPANY",0,2012-07-19,2012,"electric_vehicles"
"3845","UPSTREAM CONSULTING, INC.","GENERAL MOTORS COMPANY",0,2012-07-19,2012,"electric_vehicles"
"3846","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2012-07-19,2012,"electric_vehicles"
"3847","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2012-07-19,2012,"electric_vehicles"
"3848","EATON CORPORATION","EATON CORPORATION",170000,2012-07-19,2012,"electric_vehicles"
"3849","THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS","THE INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS",65589.19,2012-07-19,2012,"electric_vehicles"
"3850","MARCUS G. FAUST, PC","NV ENERGY",0,2012-07-19,2012,"electric_vehicles"
"3851","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1420000,2012-07-19,2012,"electric_vehicles"
"3852","FEDEX CORPORATION","FEDEX CORPORATION",2879986,2012-07-19,2012,"electric_vehicles"
"3853","PUGET SOUND ENERGY","PUGET SOUND ENERGY",255000,2012-07-19,2012,"electric_vehicles"
"3854","CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.","CONSOLIDATED EDISON COMPANY OF NEW YORK INC",259000,2012-07-19,2012,"electric_vehicles"
"3855","CARNEGIE MELLON UNIVERSITY","CARNEGIE MELLON UNIVERSITY",85000,2012-07-20,2012,"electric_vehicles"
"3856","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",144600,2012-07-20,2012,"electric_vehicles"
"3857","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2012-07-20,2012,"electric_vehicles"
"3858","TATE STRATEGIES, INC","SECURING AMERICA'S FUTURE ENERGY FOUNDATION (SAFE)",0,2012-07-20,2012,"electric_vehicles"
"3859","MOTORCYCLE INDUSTRY COUNCIL","MOTORCYCLE INDUSTRY COUNCIL",40000,2012-07-20,2012,"electric_vehicles"
"3860","XCEL ENERGY, INC","XCEL ENERGY INC",310000,2012-07-20,2012,"electric_vehicles"
"3861","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2012-07-20,2012,"electric_vehicles"
"3862","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2012-07-20,2012,"electric_vehicles"
"3863","EVERSOURCE ENERGY SERVICE COMPANY","EVERSOURCE ENERGY SERVICE COMPANY",250000,2012-07-20,2012,"electric_vehicles"
"3864","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2012-07-20,2012,"electric_vehicles"
"3865","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2012-07-20,2012,"electric_vehicles"
"3866","SECURING AMERICA'S FUTURE ENERGY ALLIANCE","SECURING AMERICA'S FUTURE ENERGY ALLIANCE",50000,2012-07-20,2012,"electric_vehicles"
"3867","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",30000,2012-07-20,2012,"electric_vehicles"
"3868","DOMINION ENERGY, INC.","DOMINION ENERGY INC",3e+05,2012-07-20,2012,"electric_vehicles"
"3869","CARDINAL POINT PARTNERS, LLC","SMITH ELECTRIC VEHICLES",0,2012-07-20,2012,"electric_vehicles"
"3870","TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","TOYOTA MOTOR NORTH AMERICA INC (TMA)",1220000,2012-07-20,2012,"electric_vehicles"
"3871","DTE ENERGY","DTE ENERGY",220000,2012-07-20,2012,"electric_vehicles"
"3872","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",1670000,2012-07-20,2012,"electric_vehicles"
"3873","CMS ENERGY CORP","CMS ENERGY CORP",260000,2012-07-20,2012,"electric_vehicles"
"3874","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",2730790,2012-07-20,2012,"electric_vehicles"
"3875","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2012-07-20,2012,"electric_vehicles"
"3876","KELLEY DRYE & WARREN LLP","DUTKO GRAYLING ON BEHALF OF GENERAL MOTORS",0,2012-07-20,2012,"electric_vehicles"
"3877","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2012-07-20,2012,"electric_vehicles"
"3878","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",840000,2012-07-20,2012,"electric_vehicles"
"3879","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2012-07-20,2012,"electric_vehicles"
"3880","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",50000,2012-07-20,2012,"electric_vehicles"
"3881","SOUTHERN COMPANY","SOUTHERN COMPANY",3930000,2012-07-20,2012,"electric_vehicles"
"3882","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1710000,2012-07-20,2012,"electric_vehicles"
"3883","AMERICAN PUBLIC POWER ASSOCIATION","AMERICAN PUBLIC POWER ASSOCIATION",165296,2012-07-20,2012,"electric_vehicles"
"3884","NATIONAL GRID USA","NATIONAL GRID USA",460000,2012-07-20,2012,"electric_vehicles"
"3885","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",50000,2012-07-20,2012,"electric_vehicles"
"3886","NISSAN NORTH AMERICA, INC.","NISSAN NORTH AMERICA, INC.",640000,2012-07-20,2012,"electric_vehicles"
"3887","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2012-07-20,2012,"electric_vehicles"
"3888","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1710000,2012-07-23,2012,"electric_vehicles"
"3889","CENTERPOINT ENERGY, INC.","CENTERPOINT ENERGY, INC.",4e+05,2012-07-23,2012,"electric_vehicles"
"3890","JOHNSON CONTROLS, INC AND AFFILIATES","JOHNSON CONTROLS INC",91700,2012-07-23,2012,"electric_vehicles"
"3891","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2012-07-31,2012,"electric_vehicles"
"3892","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2012-08-01,2012,"electric_vehicles"
"3893","CENTERPOINT ENERGY, INC.","CENTERPOINT ENERGY, INC.",646000,2012-08-31,2012,"electric_vehicles"
"3894","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1710000,2012-10-03,2012,"electric_vehicles"
"3895","DTE ENERGY","DTE ENERGY",270000,2012-10-12,2012,"electric_vehicles"
"3896","GREENBERG TRAURIG, LLP","CAR CHARGING, INC.",0,2012-10-15,2012,"electric_vehicles"
"3897","AMERICAN PUBLIC POWER ASSOCIATION","AMERICAN PUBLIC POWER ASSOCIATION",173053,2012-10-16,2012,"electric_vehicles"
"3898","APTIV, PLC","APTIV PLC",118574,2012-10-17,2012,"electric_vehicles"
"3899","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2012-10-17,2012,"electric_vehicles"
"3900","CENTERPOINT ENERGY","CENTERPOINT ENERGY",15000,2012-10-17,2012,"electric_vehicles"
"3901","STRATEGIC FEDERAL AFFAIRS","NATIONAL CENTER FOR MANUFACTURING SCIENCES",0,2012-10-19,2012,"electric_vehicles"
"3902","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2012-10-19,2012,"electric_vehicles"
"3903","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2012-10-19,2012,"electric_vehicles"
"3904","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",230000,2012-10-19,2012,"electric_vehicles"
"3905","FEDEX CORPORATION","FEDEX CORPORATION",3085989,2012-10-19,2012,"electric_vehicles"
"3906","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2012-10-19,2012,"electric_vehicles"
"3907","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1340000,2012-10-19,2012,"electric_vehicles"
"3908","MOTORCYCLE INDUSTRY COUNCIL","MOTORCYCLE INDUSTRY COUNCIL",40000,2012-10-19,2012,"electric_vehicles"
"3909","BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY)","BERKSHIRE HATHAWAY ENERGY (FORMERLY MIDAMERICAN ENERGY HOLDINGS COMPANY)",310798,2012-10-19,2012,"electric_vehicles"
"3910","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2012-10-19,2012,"electric_vehicles"
"3911","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",710000,2012-10-19,2012,"electric_vehicles"
"3912","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.","NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",148739.05,2012-10-19,2012,"electric_vehicles"
"3913","PUGET SOUND ENERGY","PUGET SOUND ENERGY",240000,2012-10-19,2012,"electric_vehicles"
"3914","CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)","GENERAL MOTORS COMPANY",0,2012-10-19,2012,"electric_vehicles"
"3915","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",123100,2012-10-20,2012,"electric_vehicles"
"3916","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",310000,2012-10-22,2012,"electric_vehicles"
"3917","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2012-10-22,2012,"electric_vehicles"
"3918","BROWNSTEIN HYATT FARBER SCHRECK, LLP","INTERTEK TESTING SERVICES NA, INC.",0,2012-10-22,2012,"electric_vehicles"
"3919","MARCUS G. FAUST, PC","NV ENERGY",0,2012-10-22,2012,"electric_vehicles"
"3920","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2012-10-22,2012,"electric_vehicles"
"3921","CMS ENERGY CORP","CMS ENERGY CORP",240000,2012-10-22,2012,"electric_vehicles"
"3922","DOMINION ENERGY, INC.","DOMINION ENERGY INC",320000,2012-10-22,2012,"electric_vehicles"
"3923","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",1350000,2012-10-22,2012,"electric_vehicles"
"3924","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",3960000,2012-10-22,2012,"electric_vehicles"
"3925","KELLEY DRYE & WARREN LLP","DUTKO GRAYLING ON BEHALF OF GENERAL MOTORS",0,2012-10-22,2012,"electric_vehicles"
"3926","KELLEY DRYE & WARREN LLP","DUTKO GRAYLING ON BEHALF OF GENERAL MOTORS",0,2012-10-22,2012,"electric_vehicles"
"3927","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2012-10-22,2012,"electric_vehicles"
"3928","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2012-10-22,2012,"electric_vehicles"
"3929","NISSAN NORTH AMERICA, INC.","NISSAN NORTH AMERICA, INC.",540000,2012-10-22,2012,"electric_vehicles"
"3930","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2012-10-22,2012,"electric_vehicles"
"3931","JOHNSON CONTROLS, INC AND AFFILIATES","JOHNSON CONTROLS INC",83400,2012-10-22,2012,"electric_vehicles"
"3932","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2012-10-22,2012,"electric_vehicles"
"3933","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",20000,2012-10-22,2012,"electric_vehicles"
"3934","SOUTHERN COMPANY","SOUTHERN COMPANY",2510000,2012-10-22,2012,"electric_vehicles"
"3935","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2012-10-22,2012,"electric_vehicles"
"3936","NATIONAL GRID USA","NATIONAL GRID USA",760000,2012-10-22,2012,"electric_vehicles"
"3937","XCEL ENERGY, INC","XCEL ENERGY INC",340000,2012-10-22,2012,"electric_vehicles"
"3938","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",25000,2012-10-22,2012,"electric_vehicles"
"3939","FORBES-TATE","AMERICAN HONDA MOTOR CO., INC.",0,2012-10-23,2012,"electric_vehicles"
"3940","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2012-10-24,2012,"electric_vehicles"
"3941","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",290000,2012-11-06,2012,"electric_vehicles"
"3942","FCA US LLC","FCA US LLC",1035810,2012-11-19,2011,"electric_vehicles"
"3943","FIRSTENERGY CORP","FIRSTENERGY CORP",785000,2012-11-19,2011,"electric_vehicles"
"3944","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2013-01-14,2012,"electric_vehicles"
