"","registrant_name","client_name","amount_reported","date_posted","filing_year","policy_issue"
"21443","NATIONAL TRUST FOR HISTORIC PRESERVATION","NATIONAL TRUST FOR HISTORIC PRESERVATION",40000,2011-07-06,2011,"solar_power"
"21444","FBB FEDERAL RELATIONS","ORION ENERGY SYSTEMS",0,2011-07-12,2011,"solar_power"
"21445","THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP)","NANOSOLAR",0,2011-07-13,2011,"solar_power"
"21446","THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP)","NEXTERA ENERGY CAPITAL HOLDINGS INC. (FORMERLY NEXTERA ENERGY INC.)",0,2011-07-13,2011,"solar_power"
"21447","EMMER CONSULTING, INC. (FORMERLY KNOWN AS EMMER CONSULTING, P.C.)","LENNAR CORPORATION (FORMERLY STRATEGIC HOLDINGS, INC.)",0,2011-07-13,2011,"solar_power"
"21448","CAPITOL HILL CONSULTING GROUP","SOLARWORLD",0,2011-07-14,2011,"solar_power"
"21449","ML STRATEGIES, LLC","BABCOCK & WILCOX COMPANY",0,2011-07-15,2011,"solar_power"
"21450","ML STRATEGIES, LLC","AMONIX, INC.",0,2011-07-15,2011,"solar_power"
"21451","THE LIVINGSTON GROUP, LLC","INTERCULTURE, INC.",0,2011-07-15,2011,"solar_power"
"21452","THE PENNSYLVANIA AVENUE GROUP","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL FOUNDATION",0,2011-07-17,2011,"solar_power"
"21453","ML STRATEGIES, LLC","AMONIX, INC.",0,2011-07-18,2011,"solar_power"
"21454","ALCALDE & FAY","CITY OF GOODYEAR, AZ",0,2011-07-18,2011,"solar_power"
"21455","MERCURY PUBLIC AFFAIRS, LLC","BREWER SCIENCE, INC.",0,2011-07-18,2011,"solar_power"
"21456","KANNER & ASSOCIATES, LLC","NORTHERN CALIFORNIA POWER AGENCY",0,2011-07-18,2011,"solar_power"
"21457","SIERRA CLUB","SIERRA CLUB",150000,2011-07-18,2011,"solar_power"
"21458","VAN SCOYOC ASSOCIATES","BOWLING GREEN STATE UNIVERSITY",0,2011-07-19,2011,"solar_power"
"21459","THOMAS WALTERS & ASSOCIATES, INC.","SWEETWATER AUTHORITY",0,2011-07-19,2011,"solar_power"
"21460","OGILVY GOVERNMENT RELATIONS","TDI-USA HOLDINGS CORP",0,2011-07-19,2011,"solar_power"
"21461","THOMPSON CONSULTING GROUP","INFINIA",0,2011-07-19,2011,"solar_power"
"21462","APPLIED MATERIALS, INC","APPLIED MATERIALS, INC",470000,2011-07-19,2011,"solar_power"
"21463","CAPITOL COUNSEL LLC","XCEL ENERGY",0,2011-07-19,2011,"solar_power"
"21464","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2011-07-19,2011,"solar_power"
"21465","CAPITOL CITY GROUP, LTD.","AMERESCO",0,2011-07-19,2011,"solar_power"
"21466","MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.","APPLIED MATERIALS, INC.",0,2011-07-19,2011,"solar_power"
"21467","STATE STREET PARTNERS, L.L.C.","KDC SOLAR, L.L.C.",0,2011-07-19,2011,"solar_power"
"21468","O'NEILL, ATHY & CASEY, P.C.","ABENGOA SOLAR INC.",0,2011-07-19,2011,"solar_power"
"21469","SC PARTNERS LLC","FIRST SOLAR, INC.",0,2011-07-19,2011,"solar_power"
"21470","SC PARTNERS LLC","SOLAR ENERGY INDUSTRIES ASSOCIATION",0,2011-07-19,2011,"solar_power"
"21471","SC PARTNERS LLC","NTR PLC",0,2011-07-19,2011,"solar_power"
"21472","GDF SUEZ ENERGY NORTH AMERICA, INC.","GDF SUEZ ENERGY NORTH AMERICA INC",80000,2011-07-19,2011,"solar_power"
"21473","VAN HEUVELEN STRATEGIES, LLC","FIRST SOLAR, INC.",0,2011-07-19,2011,"solar_power"
"21474","VAN HEUVELEN STRATEGIES, LLC","FIRST SOLAR, INC.",0,2011-07-19,2011,"solar_power"
"21475","VAN HEUVELEN STRATEGIES, LLC","NANOSOLAR",0,2011-07-19,2011,"solar_power"
"21476","SC PARTNERS LLC","K ROAD POWER MANAGEMENT, LLC",0,2011-07-19,2011,"solar_power"
"21477","CAPITALEDGE STRATEGIES, LLC","CITY OF HENDERSON",0,2011-07-19,2011,"solar_power"
"21478","WILLIAMS AND JENSEN, PLLC","TURNER ENTERPRISES, INC.",0,2011-07-20,2011,"solar_power"
"21479","WINNING STRATEGIES WASHINGTON","MONTCLAIR STATE UNIVERSITY",0,2011-07-20,2011,"solar_power"
"21480","SCHOTT NORTH AMERICA, INC.","SCHOTT NORTH AMERICA INC",118000,2011-07-20,2011,"solar_power"
"21481","ARKEMA INC.","ARKEMA INC",180000,2011-07-20,2011,"solar_power"
"21482","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",70000,2011-07-20,2011,"solar_power"
"21483","DEFENDERS OF WILDLIFE","DEFENDERS OF WILDLIFE",85978,2011-07-20,2011,"solar_power"
"21484","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","SATCON TECHNOLOGY CORPORATION",0,2011-07-20,2011,"solar_power"
"21485","LEAGUE OF CONSERVATION VOTERS","LEAGUE OF CONSERVATION VOTERS",40000,2011-07-20,2011,"solar_power"
"21486","MR. RICHARD GOODSTEIN","AIR PRODUCTS AND CHEMICALS, INC.",0,2011-07-20,2011,"solar_power"
"21487","THE ACCORD GROUP","RESEARCH CORPORATION FOR SCIENCE ADVANCEMENT",0,2011-07-20,2011,"solar_power"
"21488","THE WILDERNESS SOCIETY","THE WILDERNESS SOCIETY",62000,2011-07-20,2011,"solar_power"
"21489","THE DOW CHEMICAL COMPANY, DBA DOW","DOW CHEMICAL COMPANY DBA DOW",1870000,2011-07-20,2011,"solar_power"
"21490","PPG INDUSTRIES, INC","PPG INDUSTRIES, INC",212672.99,2011-07-20,2011,"solar_power"
"21491","NORTH CAROLINA STATE UNIVERSITY","NORTH CAROLINA STATE UNIVERSITY",30000,2011-07-20,2011,"solar_power"
"21492","NORTH CAROLINA STATE UNIVERSITY","NORTH CAROLINA STATE UNIVERSITY",30000,2011-07-20,2011,"solar_power"
"21493","THE NATURE CONSERVANCY","NATURE CONSERVANCY",4e+05,2011-07-20,2011,"solar_power"
"21494","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS","INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS",232502,2011-07-20,2011,"solar_power"
"21495","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",6770000,2011-07-20,2011,"solar_power"
"21496","MCAPITOL MANAGEMENT","ROBERT BOSCH LLC",0,2011-07-20,2011,"solar_power"
"21497","NATIONAL WILDLIFE FEDERATION","NATIONAL WILDLIFE FEDERATION",80000,2011-07-20,2011,"solar_power"
"21498","SOLAR ENERGY INDUSTRIES ASSOCIATION","SOLAR ENERGY INDUSTRIES ASSOCIATION",469000,2011-07-20,2011,"solar_power"
"21499","DOW LOHNES GOVERNMENT STRATEGIES LLC","TENASKA INC",0,2011-07-20,2011,"solar_power"
"21500","BARNES & THORNBURG, LLP","JLN SOLAR",0,2011-07-20,2011,"solar_power"
"21501","K&L GATES, LLP","INFINIA CORPORATION",0,2011-07-20,2011,"solar_power"
"21502","ENVIRONMENT AMERICA, INC.","ENVIRONMENT AMERICA INC",61000,2011-07-20,2011,"solar_power"
"21503","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)",1e+05,2011-07-21,2011,"solar_power"
"21504","THE UNIVERSITY OF NORTH CAROLINA SYSTEM","THE UNIVERSITY OF NORTH CAROLINA SYSTEM",123554,2011-07-21,2011,"solar_power"
"21505","THE AMERICAN INSTITUTE OF ARCHITECTS","AMERICAN INSTITUTE OF ARCHITECTS",50000,2011-07-23,2011,"solar_power"
"21506","EDISON INTERNATIONAL","EDISON INTERNATIONAL",425000,2011-07-25,2011,"solar_power"
"21507","CANYON SNOW CONSULTING, LLC","ALTA DEVICES",0,2011-07-27,2011,"solar_power"
"21508","GEORG I. ABAKUMOV","ADMA PRODUCTS INC. DBA ADVANCE MATERIALS PRODUCTS INC.",0,2011-08-10,2011,"solar_power"
"21509","WATER STRATEGIES, LLC","DESERT WATER AGENCY",0,2011-08-13,2011,"solar_power"
"21510","EMMER CONSULTING, INC. (FORMERLY KNOWN AS EMMER CONSULTING, P.C.)","LENNAR CORPORATION (FORMERLY STRATEGIC HOLDINGS, INC.)",0,2011-10-11,2011,"solar_power"
"21511","K&L GATES, LLP","INFINIA CORPORATION",0,2011-10-13,2011,"solar_power"
"21512","CAPITALEDGE STRATEGIES, LLC","CITY OF HENDERSON",0,2011-10-13,2011,"solar_power"
"21513","BECKER & POLIAKOFF, P.A.","APIA XXI ENGINEERING CONSULTING, INC.",0,2011-10-17,2011,"solar_power"
"21514","ARKEMA INC.","ARKEMA INC",190000,2011-10-17,2011,"solar_power"
"21515","MERCURY PUBLIC AFFAIRS, LLC","BREWER SCIENCE, INC.",0,2011-10-17,2011,"solar_power"
"21516","THOMAS WALTERS & ASSOCIATES, INC.","SWEETWATER AUTHORITY",0,2011-10-17,2011,"solar_power"
"21517","ALCALDE & FAY","CITY OF GOODYEAR, AZ",0,2011-10-17,2011,"solar_power"
"21518","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",30000,2011-10-17,2011,"solar_power"
"21519","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",30000,2011-10-17,2011,"solar_power"
"21520","ML STRATEGIES, LLC","AMONIX, INC.",0,2011-10-18,2011,"solar_power"
"21521","STRATEGIC PARTNERS, INC.","THE LIVINGSTON GROUP (ON BEHALF OF INTERCULTURE/SOITEC)",0,2011-10-18,2011,"solar_power"
"21522","CAPITOL HILL CONSULTING GROUP","SOLARWORLD",0,2011-10-18,2011,"solar_power"
"21523","THE WESSEL GROUP INCORPORATED","UNITED STEELWORKERS",0,2011-10-18,2011,"solar_power"
"21524","VAN SCOYOC ASSOCIATES","BOWLING GREEN STATE UNIVERSITY",0,2011-10-19,2011,"solar_power"
"21525","MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.","APPLIED MATERIALS, INC.",0,2011-10-19,2011,"solar_power"
"21526","HECHT LATHAM SPENCER & ASSOCIATES, INC., FORMERLY KNOWN AS HECHT SPENCER & ASSOC","3M COMPANY",0,2011-10-19,2011,"solar_power"
"21527","WINNING STRATEGIES WASHINGTON","MONTCLAIR STATE UNIVERSITY",0,2011-10-19,2011,"solar_power"
"21528","SOLAR ENERGY INDUSTRIES ASSOCIATION","SOLAR ENERGY INDUSTRIES ASSOCIATION",383615,2011-10-19,2011,"solar_power"
"21529","CAPITOL CITY GROUP, LTD.","AMERESCO",0,2011-10-19,2011,"solar_power"
"21530","THE UNIVERSITY OF NORTH CAROLINA SYSTEM","THE UNIVERSITY OF NORTH CAROLINA SYSTEM",126950.42,2011-10-19,2011,"solar_power"
"21531","O'NEILL, ATHY & CASEY, P.C.","ABENGOA SOLAR INC.",0,2011-10-19,2011,"solar_power"
"21532","KANNER & ASSOCIATES, LLC","NORTHERN CALIFORNIA POWER AGENCY",0,2011-10-19,2011,"solar_power"
"21533","THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP)","NEXTERA ENERGY CAPITAL HOLDINGS INC. (FORMERLY NEXTERA ENERGY INC.)",0,2011-10-19,2011,"solar_power"
"21534","THE LIVINGSTON GROUP, LLC","INTERCULTURE, INC.",0,2011-10-19,2011,"solar_power"
"21535","THE NATURE CONSERVANCY","NATURE CONSERVANCY",310000,2011-10-19,2011,"solar_power"
"21536","THE PENNSYLVANIA AVENUE GROUP","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL FOUNDATION",0,2011-10-20,2011,"solar_power"
"21537","THE DOW CHEMICAL COMPANY, DBA DOW","DOW CHEMICAL COMPANY DBA DOW",1825000,2011-10-20,2011,"solar_power"
"21538","THE ACCORD GROUP","RESEARCH CORPORATION FOR SCIENCE ADVANCEMENT",0,2011-10-20,2011,"solar_power"
"21539","OGILVY GOVERNMENT RELATIONS","TDI-USA HOLDINGS CORP",0,2011-10-20,2011,"solar_power"
"21540","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",70000,2011-10-20,2011,"solar_power"
"21541","DOW LOHNES GOVERNMENT STRATEGIES LLC","TENASKA INC",0,2011-10-20,2011,"solar_power"
"21542","VAN HEUVELEN STRATEGIES, LLC","NANOSOLAR",0,2011-10-20,2011,"solar_power"
"21543","THE WILDERNESS SOCIETY","THE WILDERNESS SOCIETY",130000,2011-10-20,2011,"solar_power"
"21544","SQUIRE PATTON BOGGS","CITY OF SAN JOSE",0,2011-10-20,2011,"solar_power"
"21545","APPLIED MATERIALS, INC","APPLIED MATERIALS, INC",590000,2011-10-20,2011,"solar_power"
"21546","FBB FEDERAL RELATIONS","ORION ENERGY SYSTEMS",0,2011-10-20,2011,"solar_power"
"21547","WILLIAMS AND JENSEN, PLLC","TURNER ENTERPRISES, INC.",0,2011-10-20,2011,"solar_power"
"21548","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)",1e+05,2011-10-20,2011,"solar_power"
"21549","AMERICAN DEFENSE INTERNATIONAL, INC.","JOULE UNLIMITED, INC.",0,2011-10-20,2011,"solar_power"
"21550","CAPITOL COUNSEL LLC","XCEL ENERGY",0,2011-10-20,2011,"solar_power"
"21551","SIERRA CLUB","SIERRA CLUB",1e+05,2011-10-20,2011,"solar_power"
"21552","SC PARTNERS LLC","FIRST SOLAR, INC.",0,2011-10-20,2011,"solar_power"
"21553","NATIONAL WILDLIFE FEDERATION","NATIONAL WILDLIFE FEDERATION",60000,2011-10-20,2011,"solar_power"
"21554","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",5650000,2011-10-20,2011,"solar_power"
"21555","SC PARTNERS LLC","SOLAR ENERGY INDUSTRIES ASSOCIATION",0,2011-10-20,2011,"solar_power"
"21556","MR. RICHARD GOODSTEIN","AIR PRODUCTS AND CHEMICALS, INC.",0,2011-10-20,2011,"solar_power"
"21557","MCAPITOL MANAGEMENT","ROBERT BOSCH LLC",0,2011-10-20,2011,"solar_power"
"21558","NORTH CAROLINA STATE UNIVERSITY","NORTH CAROLINA STATE UNIVERSITY",30000,2011-10-21,2011,"solar_power"
"21559","THOMPSON CONSULTING GROUP","INFINIA",0,2011-10-21,2011,"solar_power"
"21560","AVANGRID, INC.","AVANGRID INC",116000,2011-10-30,2011,"solar_power"
"21561","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2011-11-10,2011,"solar_power"
"21562","WATER STRATEGIES, LLC","DESERT WATER AGENCY",0,2011-11-11,2011,"solar_power"
"21563","ARIZONA STATE UNIVERSITY","ARIZONA STATE UNIVERSITY",30000,2012-01-10,2011,"solar_power"
"21564","MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.","APPLIED MATERIALS, INC.",0,2012-01-11,2011,"solar_power"
"21565","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)",1e+05,2012-01-13,2011,"solar_power"
"21566","MERCURY PUBLIC AFFAIRS, LLC","BREWER SCIENCE, INC.",0,2012-01-13,2011,"solar_power"
"21567","CANYON SNOW CONSULTING, LLC","ALTA DEVICES",0,2012-01-17,2011,"solar_power"
"21568","STRATEGIC PARTNERS, INC.","THE LIVINGSTON GROUP (ON BEHALF OF INTERCULTURE/SOITEC)",0,2012-01-17,2011,"solar_power"
"21569","THOMPSON CONSULTING GROUP","INFINIA",0,2012-01-17,2011,"solar_power"
"21570","BECKER & POLIAKOFF, P.A.","APIA XXI ENGINEERING CONSULTING, INC.",0,2012-01-17,2011,"solar_power"
"21571","THE LIVINGSTON GROUP, LLC","INTERCULTURE, INC.",0,2012-01-17,2011,"solar_power"
"21572","DAVIS & HARMAN LLP","SUNRUN INC",0,2012-01-17,2011,"solar_power"
"21573","OGILVY GOVERNMENT RELATIONS","TDI-USA HOLDINGS CORP",0,2012-01-18,2011,"solar_power"
"21574","EMMER CONSULTING, INC. (FORMERLY KNOWN AS EMMER CONSULTING, P.C.)","LENNAR CORPORATION (FORMERLY STRATEGIC HOLDINGS, INC.)",0,2012-01-18,2011,"solar_power"
"21575","CAPITOL HILL CONSULTING GROUP","SOLARWORLD",0,2012-01-18,2011,"solar_power"
"21576","SC PARTNERS LLC","FIRST SOLAR, INC.",0,2012-01-18,2011,"solar_power"
"21577","SC PARTNERS LLC","K ROAD POWER MANAGEMENT, LLC",0,2012-01-18,2011,"solar_power"
"21578","AMERICAN DEFENSE INTERNATIONAL, INC.","JOULE UNLIMITED, INC.",0,2012-01-18,2011,"solar_power"
"21579","CAPITALEDGE STRATEGIES, LLC","CITY OF HENDERSON",0,2012-01-18,2011,"solar_power"
"21580","SOLAR ENERGY INDUSTRIES ASSOCIATION","SOLAR ENERGY INDUSTRIES ASSOCIATION",740321,2012-01-19,2011,"solar_power"
"21581","CAPITOL CITY GROUP, LTD.","AMERESCO",0,2012-01-19,2011,"solar_power"
"21582","ALCALDE & FAY","CITY OF GOODYEAR, AZ",0,2012-01-19,2011,"solar_power"
"21583","THE FERGUSON GROUP, LLC","FORSYTH COUNTY, NORTH CAROLINA",0,2012-01-19,2011,"solar_power"
"21584","ML STRATEGIES, LLC","AMONIX, INC.",0,2012-01-19,2011,"solar_power"
"21585","THE PENNSYLVANIA AVENUE GROUP","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL FOUNDATION",0,2012-01-19,2011,"solar_power"
"21586","ML STRATEGIES, LLC","BABCOCK & WILCOX COMPANY",0,2012-01-19,2011,"solar_power"
"21587","THE WASHINGTON TAX & PUBLIC POLICY GROUP (FORMERLY THE WASHINGTON TAX GROUP)","NEXTERA ENERGY CAPITAL HOLDINGS INC. (FORMERLY NEXTERA ENERGY INC.)",0,2012-01-19,2011,"solar_power"
"21588","K&L GATES, LLP","INFINIA CORPORATION",0,2012-01-19,2011,"solar_power"
"21589","WHEAT GOVERNMENT RELATIONS","SUNTECH AMERICA",0,2012-01-19,2011,"solar_power"
"21590","THE NATURE CONSERVANCY","NATURE CONSERVANCY",440000,2012-01-19,2011,"solar_power"
"21591","THE WESSEL GROUP INCORPORATED","UNITED STEELWORKERS",0,2012-01-20,2011,"solar_power"
"21592","ARKEMA INC.","ARKEMA INC",270000,2012-01-20,2011,"solar_power"
"21593","THE DOW CHEMICAL COMPANY, DBA DOW","DOW CHEMICAL COMPANY DBA DOW",1370000,2012-01-20,2011,"solar_power"
"21594","ARKEMA INC.","ARKEMA INC",270000,2012-01-20,2011,"solar_power"
"21595","CAPITOL COUNSEL LLC","XCEL ENERGY",0,2012-01-20,2011,"solar_power"
"21596","WILLIAMS AND JENSEN, PLLC","TURNER ENTERPRISES, INC.",0,2012-01-20,2011,"solar_power"
"21597","THE ACCORD GROUP","RESEARCH CORPORATION FOR SCIENCE ADVANCEMENT",0,2012-01-20,2011,"solar_power"
"21598","THE WILDERNESS SOCIETY","THE WILDERNESS SOCIETY",39000,2012-01-20,2011,"solar_power"
"21599","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",70000,2012-01-20,2011,"solar_power"
"21600","HECHT LATHAM SPENCER & ASSOCIATES, INC., FORMERLY KNOWN AS HECHT SPENCER & ASSOC","3M COMPANY",0,2012-01-20,2011,"solar_power"
"21601","ML STRATEGIES, LLC","APCO WORLDWIDE (DOW CORNING)",0,2012-01-20,2011,"solar_power"
"21602","KANNER & ASSOCIATES, LLC","NORTHERN CALIFORNIA POWER AGENCY",0,2012-01-20,2011,"solar_power"
"21603","APPLIED MATERIALS, INC","APPLIED MATERIALS, INC",250000,2012-01-20,2011,"solar_power"
"21604","O'NEILL, ATHY & CASEY, P.C.","ABENGOA SOLAR INC.",0,2012-01-20,2011,"solar_power"
"21605","THE UNIVERSITY OF NORTH CAROLINA SYSTEM","THE UNIVERSITY OF NORTH CAROLINA SYSTEM",90000,2012-01-20,2011,"solar_power"
"21606","NORTH CAROLINA STATE UNIVERSITY","NORTH CAROLINA STATE UNIVERSITY",30000,2012-01-20,2011,"solar_power"
"21607","DOW LOHNES GOVERNMENT STRATEGIES LLC","TENASKA INC",0,2012-01-20,2011,"solar_power"
"21608","PANASONIC CORPORATION OF NORTH AMERICA (PNA)","PANASONIC CORPORATION OF NORTH AMERICA (PNA)",150000,2012-01-20,2011,"solar_power"
"21609","SOLAR ENERGY INDUSTRIES ASSOCIATION","SOLAR ENERGY INDUSTRIES ASSOCIATION",740321,2012-01-20,2011,"solar_power"
"21610","MCAPITOL MANAGEMENT","ROBERT BOSCH LLC",0,2012-01-20,2011,"solar_power"
"21611","INTERNATIONAL HEALTH RACQUET & SPORTSCLUB ASSOCIATION","INTERNATIONAL HEALTH RACQUET & SPORTSCLUB ASSOCIATION",40000,2012-01-20,2011,"solar_power"
"21612","SIERRA CLUB","SIERRA CLUB",180000,2012-01-20,2011,"solar_power"
"21613","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",5330000,2012-01-20,2011,"solar_power"
"21614","MR. RICHARD GOODSTEIN","AIR PRODUCTS AND CHEMICALS, INC.",0,2012-01-20,2011,"solar_power"
"21615","THOMAS WALTERS & ASSOCIATES, INC.","SWEETWATER AUTHORITY",0,2012-01-20,2011,"solar_power"
"21616","FBB FEDERAL RELATIONS","ORION ENERGY SYSTEMS",0,2012-01-24,2011,"solar_power"
"21617","RUSS REID COMPANY","SALT LAKE COUNTY",0,2012-01-24,2011,"solar_power"
"21618","AVANGRID, INC.","AVANGRID INC",116000,2012-01-29,2011,"solar_power"
"21619","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",130000,2012-01-30,2011,"solar_power"
"21620","WATER STRATEGIES, LLC","DESERT WATER AGENCY",0,2012-02-09,2011,"solar_power"
"21621","STRATEGIC PARTNERS, INC.","THE LIVINGSTON GROUP (ON BEHALF OF INTERCULTURE/SOITEC)",0,2012-04-02,2012,"solar_power"
"21622","HOLLAND & KNIGHT LLP","UTILITY SCALE SOLAR, INC.",0,2012-04-03,2012,"solar_power"
"21623","MEHLMAN CASTAGNETTI ROSEN & THOMAS, INC.","APPLIED MATERIALS, INC.",0,2012-04-12,2012,"solar_power"
"21624","THOMPSON CONSULTING GROUP","INFINIA",0,2012-04-12,2012,"solar_power"
"21625","THE WILDERNESS SOCIETY","THE WILDERNESS SOCIETY",48000,2012-04-17,2011,"solar_power"
"21626","OGILVY GOVERNMENT RELATIONS","TDI-USA HOLDINGS CORP",0,2012-04-18,2012,"solar_power"
"21627","ML STRATEGIES, LLC","AMONIX, INC.",0,2012-04-18,2012,"solar_power"
"21628","ML STRATEGIES, LLC","APCO WORLDWIDE (DOW CORNING)",0,2012-04-18,2012,"solar_power"
"21629","MERCURY PUBLIC AFFAIRS, LLC","BREWER SCIENCE, INC.",0,2012-04-18,2012,"solar_power"
"21630","APPLIED MATERIALS, INC","APPLIED MATERIALS, INC",4e+05,2012-04-18,2012,"solar_power"
"21631","SIERRA CLUB","SIERRA CLUB",1e+05,2012-04-18,2012,"solar_power"
"21632","DAVIS & HARMAN LLP","SUNRUN INC",0,2012-04-19,2012,"solar_power"
"21633","HECHT LATHAM SPENCER & ASSOCIATES, INC., FORMERLY KNOWN AS HECHT SPENCER & ASSOC","3M COMPANY",0,2012-04-19,2012,"solar_power"
"21634","ARKEMA INC.","ARKEMA INC",220000,2012-04-19,2012,"solar_power"
"21635","O'NEILL, ATHY & CASEY, P.C.","ABENGOA SOLAR INC.",0,2012-04-19,2012,"solar_power"
"21636","ALCALDE & FAY","CITY OF GOODYEAR, AZ",0,2012-04-19,2012,"solar_power"
"21637","CAPITALEDGE STRATEGIES, LLC","CITY OF HENDERSON",0,2012-04-19,2012,"solar_power"
"21638","CAPITOL HILL CONSULTING GROUP","SOLARWORLD",0,2012-04-19,2012,"solar_power"
"21639","THE NATURE CONSERVANCY","NATURE CONSERVANCY",320000,2012-04-19,2012,"solar_power"
"21640","THE DOW CHEMICAL COMPANY, DBA DOW","DOW CHEMICAL COMPANY DBA DOW",2965000,2012-04-20,2012,"solar_power"
"21641","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)","SEMI (FKA SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL)",1e+05,2012-04-20,2012,"solar_power"
"21642","FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)","FRAMATOME, INC. (FORMELY KNOWN AS AREVA, INC.)",160000,2012-04-20,2012,"solar_power"
"21643","THE ACCORD GROUP","RESEARCH CORPORATION FOR SCIENCE ADVANCEMENT",0,2012-04-20,2012,"solar_power"
"21644","SOLAR ENERGY INDUSTRIES ASSOCIATION","SOLAR ENERGY INDUSTRIES ASSOCIATION",244000,2012-04-20,2012,"solar_power"
"21645","PPG INDUSTRIES, INC","PPG INDUSTRIES, INC",232652.79,2012-04-20,2012,"solar_power"
"21646","K&L GATES, LLP","INFINIA CORPORATION",0,2012-04-20,2012,"solar_power"
"21647","KANNER & ASSOCIATES, LLC","NORTHERN CALIFORNIA POWER AGENCY",0,2012-04-20,2012,"solar_power"
"21648","WILLIAMS AND JENSEN, PLLC","TURNER ENTERPRISES, INC.",0,2012-04-20,2012,"solar_power"
"21649","THE LIVINGSTON GROUP, LLC","INTERCULTURE, INC.",0,2012-04-20,2012,"solar_power"
"21650","CAPITOL COUNSEL LLC","XCEL ENERGY",0,2012-04-20,2012,"solar_power"
"21651","WHEAT GOVERNMENT RELATIONS","SUNTECH AMERICA",0,2012-04-20,2012,"solar_power"
"21652","SC PARTNERS LLC","SOLAR ENERGY INDUSTRIES ASSOCIATION",0,2012-04-20,2012,"solar_power"
"21653","SC PARTNERS LLC","FIRST SOLAR, INC.",0,2012-04-20,2012,"solar_power"
"21654","SC PARTNERS LLC","K ROAD POWER MANAGEMENT, LLC",0,2012-04-20,2012,"solar_power"
"21655","ABENGOA SOLAR LLC","ABENGOA SOLAR LLC",70000,2012-04-20,2012,"solar_power"
"21656","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL",1e+05,2012-04-20,2012,"solar_power"
"21657","MR. RICHARD GOODSTEIN","AIR PRODUCTS AND CHEMICALS, INC.",0,2012-04-20,2012,"solar_power"
"21658","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",5470000,2012-04-20,2012,"solar_power"
"21659","FBB FEDERAL RELATIONS","ORION ENERGY SYSTEMS",0,2012-04-20,2012,"solar_power"
"21660","PANASONIC CORPORATION OF NORTH AMERICA (PNA)","PANASONIC CORPORATION OF NORTH AMERICA (PNA)",90000,2012-04-20,2012,"solar_power"
